A,B,C,D,E,Target
-3.8684740447213892,-0.38992277727072155,-2.424474994744282,0.4309715462818151,-2.0851372424817125,4
-2.7356054279945887,0.3630220920859427,0.4615863488200418,-1.2142759593863928,-0.409206444221077,4
-1.8036436394951134,1.6909598694992938,0.2517416759788318,1.8091614121805137,2.588862807002803,0
-1.2843742508831293,2.206677676254868,1.4846902462818288,1.7917554081754588,1.1615900500046,0
-3.23127899017608,-0.3483562144707555,-1.7286790244298686,-1.8120775460557983,1.2430557149688226,0
0.34978356392005927,2.0991958832118787,2.7266373630554357,-0.6199726962428864,0.9309789812035916,2
-0.8470512928498648,-0.7752175698934508,-1.3471397570772292,-1.6794180225026816,-2.3411106630188443,4
-1.7186540450805998,1.2779860602839161,0.017900696135916272,-1.4455993276148533,1.9814577928159864,2
2.1984379908015916,1.3686563928598703,-0.530794475444555,1.5422555874410273,-1.4449958429160596,1
-2.171312166456948,-1.32325727607545,-1.151529628730437,-0.7855061317796275,1.9077129574066491,0
-1.1463487780662334,-0.8240465807811885,-0.771811341145184,-1.8410646138110678,1.4359172102852504,0
-0.1687952824873885,-3.0571544842805496,-1.331778323009963,-2.208230397238205,1.0079576189673496,4
-1.7194827590133714,1.6919220674149262,-0.9141824578082776,-2.1620536961985124,0.9865236413359976,2
0.12299202181393676,-2.003255043550995,-2.466251517000874,1.1046748561476567,3.5161451911187394,1
-0.7136382263630582,1.8743973080804195,2.5512037627125075,-2.9771516707765633,-1.4030842280054192,2
-2.694646621956534,-0.17738702520829341,-0.8548525272809542,-1.4068858573612144,2.717082317171238,2
-1.097191159242407,1.1384240468664129,0.8168156834340021,-1.8365325429722623,-1.0426125811016196,4
1.9707600684460798,1.6606499404679163,-3.0787243084340457,1.1582930227802963,1.9595016410283028,3
-0.7182991349079029,1.4154243096317163,1.4115161952274216,-1.9256942403500004,0.09501869527593887,2
-1.251483984894342,-0.6597063603991895,-1.4289447346868789,1.2504162798866034,0.6924508942219925,3
-2.3728666694665,-0.08142320605344722,-0.5894787343964223,0.15716512232605906,0.8318362235874511,0
1.492192827238685,1.2479861022153211,3.597817285373114,2.6993760899921524,-1.4723770021298213,1
-2.0708412659991415,-1.3111335898818428,0.9037108414239663,1.0966941208361272,2.3012923979500544,3
-2.290803599092591,2.66863303618322,0.2652863995426342,2.6798544330161205,2.0012231214421963,0
0.3150685779052288,1.7889487225637226,1.1610853880231267,0.24972104550630803,0.17164601537854085,1
-2.914520293041953,2.6079135192014715,-1.7688615427392853,1.4860257562254586,3.4126678757711075,0
-0.30753778443613344,0.7610942292131802,-0.8663630346867248,1.0774353759301287,-0.9080945633753651,3
-2.3308943963020567,1.464511235164419,-1.4585930217930723,1.511678448723853,-1.7330703294331324,3
-1.6244212255489159,0.23838192039525297,0.5159492277515576,-0.7505120505644092,0.8751018979992466,2
-1.929405325195968,-0.3177592559805531,0.2064108755468841,-1.4989472975605835,0.04430788206419445,3
-0.7328888368407315,2.1424051994774866,-2.024437165089057,-0.36626816604125256,-1.1691880292727737,4
0.37884173998568094,2.1360373131342882,2.8803015486980894,-1.4397225979437023,1.1533004228077108,2
0.9344404163043651,1.0250721778675909,0.015484474117741454,-0.025651157002686054,0.20936409833999092,1
-0.9531429266356699,0.7701522639616578,0.533103450051345,-1.5428519010108177,-1.1605721672402511,4
-0.07482300565238964,1.198534621601432,0.4713191227452115,-2.0478852495206645,-0.8980801568788315,2
0.10993658537461948,0.6177744416572224,0.7287566075397378,-2.63524304804442,2.027774261072886,2
-2.508417915385503,-0.010015317545683633,-1.5399832900674804,-0.22757977032663823,0.27755500089558205,4
1.6742580467843258,1.5414371759743206,-0.5115813416103728,2.532027092517501,1.7111823444460534,1
-0.27852923657686246,-0.8981933001088147,-1.796695029159258,1.7051605717335923,-0.2714026531341259,3
-2.6720046017714534,1.6780475027240325,-2.0757042054302293,-3.484630889573762,0.7368949686941924,0
0.2460161264473466,0.8964736914589013,1.1150989098037671,-2.9174959986532736,0.2818080403829373,2
0.33523180664323804,0.12135624778182796,3.4517110675300087,1.5590500154998728,-1.2766833047755342,1
1.3195765573035652,3.583506174357752,-1.7953782610916007,-0.9859298888635006,-1.2513746736128637,4
0.008978374543729517,-1.6436342224534175,-4.478834702319595,1.1494427375893135,-2.840536366192585,3
0.5514243074449885,-1.256801312642334,1.4157074185531289,0.6967617715939299,-0.9446266965429746,0
-0.7541654285928578,-0.4504649406424792,0.6551459422859525,-1.8708048209551302,-1.1244078938422164,2
-0.8867973480582494,0.7149566674952781,-1.0638679270831488,-0.8655659771005679,-4.22035278565058,4
0.6905636546005951,-1.8330883332967889,1.123881218654882,3.6407289879315483,1.1627846756396762,0
-1.310144611349938,0.5736768817293647,-0.33877734509450386,-0.9923616594466218,-1.9430413499680812,4
-1.4589643875226974,-0.20093741068241644,2.2037390756381297,-0.7524499350633571,0.44997157395573995,2
-2.3343006272305633,1.4362684476552194,2.8501696964246035,-0.028019598641822352,1.2748207331702186,0
-1.2786497784367903,0.27916906402663433,1.584639278807566,-0.21160310217331135,-1.9328010114708858,2
-1.816872606181532,-0.5066106521378062,-2.1809450152832763,0.13074284589860463,-1.8100455852292616,4
-0.36146319677872374,4.297353432237999,-1.188773838585726,0.5238135115432401,-2.471155296837006,4
-0.47999368386652863,2.73637594531998,-1.2993568481525322,-1.5275600845259054,-1.1304147699152667,4
-1.3654196671991246,1.551078596985616,0.7315323815415595,0.2316359939799575,0.9678132900156218,3
-1.0593000384018674,-0.9212949744044603,3.2162602368259323,-0.8221440401283147,1.0183522818776911,1
-0.5039747127627907,0.19467672776654732,-2.9626066942800584,2.0364254869681044,-1.8235961194139212,1
0.3629651773684821,2.3040829351320227,-0.4783074762415924,-0.4696783700892687,-1.4264580010457026,4
-1.4457880636052602,-1.380546887504092,1.0935197582294787,-1.1726743871532035,1.4435658997726672,3
-0.38207371566757276,1.3586382375554067,0.6670637929551181,2.498665339639157,1.386978343599591,0
-0.40148894697563,3.019018472447242,-2.057333629933359,-1.3851356690353995,-1.8242829372395217,4
-0.5386696196516086,1.9416596392470904,-1.3605999416221897,-3.6659907898989905,1.9481770781199232,0
-0.9561516729714533,-1.4719400806828977,0.30556229066263296,-0.9756334297356881,1.3097292807620549,4
-0.55088964710388,0.3092005974935762,-0.34619119078719107,0.5075261175981576,-1.2721613492264805,2
-0.939778402009427,-1.3107367151951106,0.5302923221171353,-0.18767581056913185,-0.886463782229099,2
-0.8947258014538005,1.6993698827501875,-1.569165439098919,1.6350962085152847,0.6106176815842743,0
-0.7496823581148441,0.33336216867214197,-1.2020275277177852,-0.4758885251873307,-1.429490910737085,4
-2.5698645126798003,3.776739542932234,-2.53620018593456,-3.5849774156467054,-0.3847632000971546,0
-2.119781507808228,1.711044796229892,-0.7848375343343783,1.0255358999599873,-1.0518042254641466,3
-2.6225775633174857,-2.3249058904510735,0.6499464274967696,-1.6745835201861823,-1.0136156267393135,3
-1.3497242591622793,0.6162623833826631,-0.6593510590454306,-1.4092448404715787,2.387229596145162,1
-1.5592244370501624,0.8524544560595195,1.5249488330083703,1.0934247325755413,1.7875751069441397,2
-1.1377595597827928,-1.7023901070654563,2.1713809347496618,-2.603693221463695,1.029303178315431,3
-1.948656129279019,0.55227769673385,-0.4059131458459785,-0.139906786915717,-0.7576030441408539,4
-1.6561952029607432,-1.180237656863631,1.2059948933625435,-0.8182490499044097,0.919771047190463,3
2.1910579493845983,0.18960914104858173,0.37056463492737257,-0.22248729966070901,-0.8787310950353215,1
1.063555319453322,0.1655918478973617,1.0409356953264992,1.1971984521944354,-1.4564238829527008,1
-0.7639690913350524,-0.5755948313007868,3.692664609807003,-1.3281188971896298,2.28480864352374,3
-0.5522176817958759,3.176537554119526,0.4982588166135169,1.4498124310119207,-2.1022859470081774,3
0.41042993013203954,-3.1598114952357843,-4.248019710672219,1.0093516473318815,-0.6361616120964599,3
-2.2404850206511187,1.4740957889372956,-0.5262210359188124,-0.9939729350858839,2.734966483822518,2
-0.6824798540450299,-0.33637586760541227,-1.562322568345614,-0.03152960739067279,-0.06625996259384326,3
-1.666771686615617,2.1878048542684425,-0.10695864630848295,0.6258827889991352,-0.8651101378246049,3
-1.3700216191908545,-0.9852934165154115,3.5272314232619286,-1.204479710672721,2.0846885682002956,3
-0.8580987756087971,-0.5280255562784528,2.774169260288506,-0.25684194885909317,1.4023389310854033,2
-1.6536345099406584,1.2353330423077216,-0.9118032660440375,-2.7592681186376096,-0.5552807394574141,4
-0.13332169383946968,0.5667015928595558,-2.3206913986689877,0.7047938729734804,2.1486334783626644,1
-1.0382958351075406,1.1990450072504344,1.528814946468951,-1.8832836292690773,-0.08674496443307034,2
-1.6357079774009677,0.52798354345947,-1.0686711241194387,-0.37809030434331825,-3.142799195967186,4
-2.6948350368515976,2.6060921520244134,1.8041738292449425,1.2852356823237128,2.07398778887487,0
-0.370794801495655,0.819663143196337,-0.9798791491190063,2.007066348750458,-1.444026552745968,3
0.2031771726755689,-0.035274447473404025,-0.9851009894224676,0.15771414765419633,-1.6428097368241081,4
